amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
6,6,0.0110070705413818,0.571,41919.5412,0.5534,0.8699,0.6659,1.235,0.8348,0.8355,1.0,0.7174,0.8355,0.7713,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
6,6,0.0102202892303466,0.59,43833.2544,0.5489,0.8545,0.6209,1.235,0.8234,0.8242,1.0,0.7009,0.8242,0.7395,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,6,0.0097670555114746,0.5789,43212.7988,0.5558,0.8581,0.6315,1.235,0.826,0.8267,1.0,0.7046,0.8267,0.747,inf,20.0,pyc_xmeans,2d-4c_y.zip
8,10,0.0120048522949218,0.5008,40813.4644,0.6819,0.7937,0.4306,1.235,0.7111,0.7129,1.0,0.5538,0.7129,0.5981,,,pyc_xmeans,2d-4c_y.zip
8,10,0.0108823776245117,0.5086,42200.3172,0.6659,0.7936,0.43,1.235,0.711,0.7128,1.0,0.5538,0.7128,0.5976,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
8,10,0.0114972591400146,0.4959,37207.6234,0.6475,0.7911,0.4217,1.235,0.7112,0.713,1.0,0.554,0.713,0.5911,100.0,20.0,pyc_xmeans,2d-4c_y.zip
8,10,0.0115039348602294,0.5003,37653.4024,0.6581,0.7929,0.4278,1.235,0.7119,0.7137,1.0,0.5549,0.7137,0.5959,inf,20.0,pyc_xmeans,2d-4c_y.zip
8,14,0.0125732421875,0.4864,28202.7666,0.6452,0.7743,0.3648,1.235,0.6685,0.6714,1.0,0.5053,0.6714,0.5452,,,pyc_xmeans,2d-4c_y.zip
8,14,0.0129952430725097,0.4319,27630.8729,0.6942,0.7675,0.3409,1.235,0.6564,0.6593,1.0,0.4918,0.6593,0.5252,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
8,14,0.0120089054107666,0.4727,22988.1355,0.626,0.7912,0.422,1.235,0.6798,0.6826,1.0,0.5182,0.6826,0.5913,100.0,20.0,pyc_xmeans,2d-4c_y.zip
8,14,0.0134437084197998,0.4328,33400.7187,0.73,0.7593,0.3119,1.235,0.647,0.6499,1.0,0.4814,0.6499,0.5003,inf,20.0,pyc_xmeans,2d-4c_y.zip
8,18,0.0138001441955566,0.4272,33394.6089,0.6989,0.7432,0.2537,1.235,0.6078,0.6118,1.0,0.4407,0.6118,0.4475,,,pyc_xmeans,2d-4c_y.zip
8,18,0.0180187225341796,0.4413,29932.3382,0.6433,0.7455,0.2623,1.235,0.6113,0.6153,1.0,0.4444,0.6153,0.4556,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
8,18,0.0180823802947998,0.4538,30053.7552,0.6415,0.7445,0.2586,1.235,0.6099,0.6139,1.0,0.4429,0.6139,0.4521,100.0,20.0,pyc_xmeans,2d-4c_y.zip
8,18,0.015064001083374,0.4383,29499.761,0.657,0.7446,0.2588,1.235,0.6098,0.6139,1.0,0.4429,0.6139,0.4523,inf,20.0,pyc_xmeans,2d-4c_y.zip
8,2,0.0088086128234863,0.5511,42066.9263,0.6216,0.828,0.5405,1.235,0.7626,0.7638,1.0,0.6179,0.7638,0.6813,,,pyc_xmeans,2d-4c_y.zip
