n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
4,cosine,complete,100.0,20,0.0143322944641113,0.1189,120.9702,2.0029,0.4686,0.0086,0.0064,0.005,0.0066,0.0105,0.0048,0.0066,0.4039,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,complete,inf,20,0.0143978595733642,0.1189,120.9702,2.0029,0.4686,0.0086,0.0064,0.005,0.0066,0.0105,0.0048,0.0066,0.4039,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,single,1000.0,20,0.0078930854797363,-0.165,58.1274,1.7173,0.5384,0.0024,0.0024,0.0013,0.0046,0.004,0.0054,0.0046,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,single,100.0,20,0.0079462528228759,-0.165,58.1274,1.7173,0.5384,0.0024,0.0024,0.0013,0.0046,0.004,0.0054,0.0046,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,single,inf,20,0.007932424545288,-0.165,58.1274,1.7173,0.5384,0.0024,0.0024,0.0013,0.0046,0.004,0.0054,0.0046,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,average,1000.0,20,0.0157818794250488,0.2507,20.5691,1.0551,0.5695,-0.001,0.0029,0.0031,0.0077,0.0048,0.0196,0.0077,0.7377,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,average,100.0,20,0.0157802104949951,0.2507,20.5691,1.0551,0.5695,-0.001,0.0029,0.0031,0.0077,0.0048,0.0196,0.0077,0.7377,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,average,inf,20,0.0158069133758544,0.2507,20.5691,1.0551,0.5695,-0.001,0.0029,0.0031,0.0077,0.0048,0.0196,0.0077,0.7377,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,complete,1000.0,20,0.0142436027526855,0.162,76.5176,2.0172,0.5399,0.0171,0.0111,0.0154,0.0178,0.0181,0.0174,0.0178,0.6434,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,complete,100.0,20,0.01418137550354,0.162,76.5176,2.0172,0.5399,0.0171,0.0111,0.0154,0.0178,0.0181,0.0174,0.0178,0.6434,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,complete,inf,20,0.0142915248870849,0.162,76.5176,2.0172,0.5399,0.0171,0.0111,0.0154,0.0178,0.0181,0.0174,0.0178,0.6434,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,single,1000.0,20,0.0094976425170898,0.2431,61.1858,1.0434,0.5376,0.0002,0.0016,-0.0003,0.003,0.0026,0.0035,0.003,0.6531,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,single,100.0,20,0.0094771385192871,0.2431,61.1858,1.0434,0.5376,0.0002,0.0016,-0.0003,0.003,0.0026,0.0035,0.003,0.6531,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,single,inf,20,0.0095088481903076,0.2431,61.1858,1.0434,0.5376,0.0002,0.0016,-0.0003,0.003,0.0026,0.0035,0.003,0.6531,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,ward,1000.0,20,0.0153741836547851,0.1462,167.4311,1.759,0.489,0.0279,0.0099,0.0092,0.0108,0.0162,0.0081,0.0108,0.4595,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,euclidean,ward,100.0,20,0.0154159069061279,0.1462,167.4311,1.759,0.489,0.0279,0.0099,0.0092,0.0108,0.0162,0.0081,0.0108,0.4595,skl_agglomerativeClust,german_creditONEHOT_y.zip
